Order_ID,Date,Product,Category,City,Quantity,Unit_Price,Revenue,Customer_ID
ORD0304,2025-04-30,Mouse,Accessories,Karachi,4,24.87,99.48,CUST0156
ORD0305,2025-11-30,Office Chair,Furniture,Islamabad,4,181.44,725.76,CUST0293
ORD0306,2025-04-29,Keyboard,Accessories,Lahore,2,40.85,81.7,CUST0198
ORD0307,2025-06-10,Mouse,Accessories,Peshawar,5,22.94,114.7,CUST0179
ORD0308,2025-08-04,Notebook,Stationery,Lahore,4,8.78,35.12,CUST0299
ORD0309,2025-07-04,Smartphone,Electronics,Lahore,1,565.3,565.3,CUST0178
ORD0310,2025-05-31,Desk,Furniture,Abbottabad,4,221.42,885.68,CUST0234
ORD0311,2025-09-21,Desk,Furniture,Rawalpindi,2,206.29,412.58,CUST0005
ORD0312,2025-11-07,Office Chair,Furniture,Islamabad,7,186.93,1308.51,CUST0114
ORD0313,2025-10-30,Smartphone,Electronics,Peshawar,1,586.4,586.4,CUST0076
ORD0314,2025-10-16,Backpack,Bags,Peshawar,1,57.08,57.08,CUST0147
ORD0315,2025-08-08,Mouse,Accessories,Islamabad,5,25.39,126.95,CUST0192
ORD0316,2025-06-18,Office Chair,Furniture,Peshawar,70,197.18,13802.6,CUST0176
ORD0317,2025-11-20,Water Bottle,Lifestyle,Islamabad,5,20.27,101.35,CUST0102
ORD0318,2025-03-23,Keyboard,Accessories,Rawalpindi,6,44.44,266.64,CUST0279
ORD0319,2025-12-10,Headphones,Electronics,Abbottabad,5,85.09,425.45,CUST0089
ORD0320,2025-07-18,Mouse,Accessories,Rawalpindi,7,25.65,179.55,CUST0093
ORD0321,2025-10-18,Water Bottle,Lifestyle,Karachi,1,18.95,18.95,CUST0102
ORD0322,2025-04-20,Notebook,Stationery,Abbottabad,3,8.17,24.51,CUST0265
ORD0323,2025-10-31,Headphones,Electronics,Islamabad,5,85.81,429.05,
ORD0324,2025-10-31,Notebook,Stationery,Rawalpindi,1,7.81,7.81,CUST0300
ORD0325,2025-12-09,Keyboard,Accessories,Abbottabad,7,44.05,308.35,CUST0021
ORD0326,2025-10-30,Desk,Furniture,Rawalpindi,3,198.33,594.99,CUST0124
ORD0327,2025-09-28,Water Bottle,Lifestyle,Karachi,4,21.71,86.84,CUST0277
ORD0328,2025-02-21,Office Chair,Furniture,Abbottabad,3,165.65,496.95,CUST0027
ORD0329,2025-05-26,Headphones,Electronics,Islamabad,2,81.77,163.54,CUST0077
ORD0330,2025-09-20,Keyboard,Accessories,Karachi,2,41.6,83.2,CUST0074
ORD0331,2025-11-08,Desk,Furniture,Peshawar,5,206.12,1030.6,CUST0298
ORD0332,2025-09-20,Backpack,Bags,Abbottabad,4,54.17,216.68,CUST0172
ORD0333,2025-05-21,Backpack,Bags,Abbottabad,5,56.46,282.3,CUST0118
ORD0334,2025-01-26,Mouse,Accessories,Peshawar,6,25.47,152.82,CUST0271
ORD0335,2025-06-19,Notebook,Stationery,Peshawar,2,7.78,15.56,CUST0154
ORD0336,2025-01-19,Mouse,Accessories,Karachi,4,23.87,95.48,CUST0060
ORD0337,2025-06-13,Desk,Furniture,Islamabad,2,233.62,467.24,CUST0242
ORD0338,2025-04-18,Mouse,Accessories,Islamabad,7,23.68,165.76,CUST0161
ORD0339,2025-10-20,Desk,Furniture,Lahore,5,202.21,1011.05,CUST0160
ORD0340,2025-09-11,Notebook,Stationery,Peshawar,10,7.83,78.3,CUST0258
ORD0341,2025-11-19,Headphones,Electronics,Islamabad,7,83.12,581.84,CUST0125
ORD0342,2025-10-07,Desk,Furniture,Karachi,1,228.47,228.47,CUST0019
ORD0343,2025-10-15,Keyboard,Accessories,Rawalpindi,2,43.54,87.08,CUST0036
ORD0344,2025-03-14,Backpack,Bags,Peshawar,5,59.34,296.7,CUST0070
ORD0345,2025-02-18,Water Bottle,Lifestyle,Karachi,7,18.28,127.96,CUST0130
ORD0346,2025-05-29,Mouse,Accessories,Abbottabad,4,23.67,94.68,CUST0200
ORD0347,2025-02-27,Smartphone,Electronics,Lahore,3,553.63,1660.89,CUST0130
ORD0348,2025-07-28,Desk,Furniture,Lahore,4,227.12,908.48,CUST0286
ORD0349,2025-02-05,Keyboard,Accessories,Rawalpindi,6,45.56,273.36,CUST0287
ORD0350,2025-06-07,Water Bottle,Lifestyle,Peshawar,7,20.14,140.98,CUST0055
ORD0351,2025-01-03,Laptop,Electronics,Abbottabad,4,931.81,3727.24,CUST0237
ORD0352,2025-04-28,Desk,Furniture,Rawalpindi,4,240.86,963.44,CUST0248
ORD0353,2025-03-25,Laptop,Electronics,Abbottabad,1,879.16,879.16,CUST0231
ORD0354,2025-02-07,Laptop,Electronics,Karachi,5,905.43,4527.15,CUST0226
ORD0355,2025-08-25,Keyboard,Accessories,Islamabad,1,42.55,42.55,CUST0258
ORD0356,2025-11-19,Water Bottle,Lifestyle,Karachi,1,20.04,20.04,CUST0190
ORD0357,2025-11-07,Desk,Furniture,Abbottabad,2,224.43,448.86,CUST0143
ORD0358,2025-01-12,Office Chair,Furniture,Peshawar,4,192.65,770.6,CUST0042
ORD0359,2025-06-07,Office Chair,Furniture,Islamabad,2,184.61,369.22,CUST0158
ORD0360,2025-01-14,Office Chair,Furniture,Peshawar,3,190.44,571.32,CUST0163
ORD0361,2025-07-25,Smartphone,Electronics,Karachi,3,571.44,1714.32,CUST0256
ORD0362,2025-09-10,Notebook,Stationery,Abbottabad,1,8.12,8.12,CUST0289
ORD0363,2025-04-20,Keyboard,Accessories,Abbottabad,7,44.88,314.16,CUST0238
ORD0364,2025-01-25,Keyboard,Accessories,Rawalpindi,3,49.08,147.24,CUST0117
ORD0365,2025-01-25,Smartphone,Electronics,Karachi,5,497.84,2489.2,CUST0173
ORD0366,2025-06-09,Keyboard,Accessories,Rawalpindi,2,43.0,86.0,CUST0043
ORD0367,2025-10-14,Smartphone,Electronics,Lahore,4,535.13,2140.52,CUST0005
ORD0368,2025-05-10,Headphones,Electronics,Abbottabad,2,79.36,158.72,CUST0267
ORD0369,2025-03-24,Smartphone,Electronics,Peshawar,5,563.14,2815.7,CUST0099
ORD0370,2025-09-20,Mouse,Accessories,Karachi,1,26.41,26.41,CUST0097
ORD0371,2025-09-30,Keyboard,Accessories,Rawalpindi,4,49.47,197.88,CUST0221
ORD0372,2025-08-19,Keyboard,Accessories,Islamabad,4,45.24,180.96,CUST0063
ORD0373,2025-09-13,Mouse,Accessories,Rawalpindi,4,24.52,98.08,CUST0007
ORD0374,2025-03-27,Office Chair,Furniture,Rawalpindi,6,168.37,1010.22,CUST0183
ORD0375,2025-09-03,Smartphone,Electronics,Abbottabad,6,547.95,3287.7,CUST0079
ORD0376,2025-03-06,Mouse,Accessories,Rawalpindi,2,25.9,51.8,CUST0213
ORD0377,2025-06-30,Notebook,Stationery,Islamabad,2,8.21,16.42,CUST0173
ORD0378,2025-07-07,Keyboard,Accessories,Lahore,1,41.49,41.49,CUST0191
ORD0379,2025-04-27,Mouse,Accessories,Islamabad,4,23.83,95.32,CUST0196
ORD0380,2025-03-23,Smartphone,Electronics,Lahore,4,521.78,2087.12,CUST0233
ORD0381,2025-01-21,Keyboard,Accessories,Islamabad,5,44.64,223.2,CUST0113
ORD0382,2025-05-09,Water Bottle,Lifestyle,Islamabad,1,20.63,20.63,CUST0060
ORD0383,2025-08-20,Laptop,Electronics,Rawalpindi,2,923.15,1846.3,CUST0284
ORD0384,2025-08-02,Desk,Furniture,Peshawar,2,215.0,430.0,CUST0079
ORD0385,2025-06-22,Laptop,Electronics,Lahore,4,841.61,3366.44,CUST0069
ORD0386,2025-11-29,Laptop,Electronics,Peshawar,7,880.64,6164.48,CUST0087
ORD0387,2025-06-01,Laptop,Electronics,Peshawar,5,901.36,4506.8,CUST0133
ORD0388,2025-08-16,Keyboard,Accessories,Lahore,5,43.99,219.95,CUST0211
ORD0389,2025-09-18,Desk,Furniture,Rawalpindi,3,206.15,618.45,CUST0008
ORD0390,2025-08-08,Notebook,Stationery,Peshawar,6,7.33,43.98,CUST0223
ORD0391,2025-02-18,Backpack,Bags,Karachi,1,60.24,60.24,CUST0078
ORD0392,2025-04-29,Water Bottle,Lifestyle,Abbottabad,1,21.84,21.84,CUST0255
ORD0393,2025-05-20,Smartphone,Electronics,Lahore,2,582.86,1165.72,CUST0258
ORD0394,2025-12-17,Office Chair,Furniture,Karachi,5,182.97,914.85,CUST0226
ORD0395,2025-07-02,Notebook,Stationery,Peshawar,7,7.38,51.66,CUST0153
ORD0396,2025-04-24,Backpack,Bags,Abbottabad,3,55.55,166.65,CUST0213
ORD0397,2025-05-02,Headphones,Electronics,Abbottabad,6,72.2,433.2,CUST0119
ORD0398,2025-01-18,Desk,Furniture,Rawalpindi,1,209.37,209.37,CUST0149
ORD0399,2025-05-15,Backpack,Bags,Karachi,6,57.51,345.06,CUST0224
ORD0400,2025-01-22,Office Chair,Furniture,Karachi,6,197.45,1184.7,CUST0285
ORD0401,2025-10-10,Smartphone,Electronics,Islamabad,2,509.49,1018.98,CUST0095
ORD0402,2025-10-05,Headphones,Electronics,Lahore,7,85.45,598.15,CUST0189
ORD0403,2025-01-19,Laptop,Electronics,Rawalpindi,3,815.58,2446.74,CUST0030
ORD0404,2025-05-08,Desk,Furniture,Rawalpindi,4,226.0,904.0,CUST0111
ORD0405,2025-03-13,Backpack,Bags,Peshawar,2,55.64,111.28,CUST0261
ORD0406,2025-08-12,Headphones,Electronics,Islamabad,1,76.45,76.45,CUST0010
ORD0407,2025-03-07,Mouse,Accessories,Peshawar,6,25.58,153.48,CUST0112
ORD0408,2025-08-22,Water Bottle,Lifestyle,Islamabad,4,20.1,80.4,CUST0054
ORD0409,2025-01-20,Laptop,Electronics,Lahore,6,799.42,4796.52,CUST0243
ORD0410,2025-04-11,Desk,Furniture,Islamabad,6,236.57,1419.42,CUST0132
ORD0411,2025-08-15,Keyboard,Accessories,Islamabad,4,47.52,190.08,CUST0293
ORD0412,2025-12-25,Office Chair,Furniture,Rawalpindi,5,162.07,810.35,CUST0202
ORD0413,2025-02-26,Office Chair,Furniture,Rawalpindi,6,174.8,1048.8,CUST0020
ORD0414,2025-08-09,Laptop,Electronics,Abbottabad,7,913.62,6395.34,CUST0003
ORD0415,2025-02-24,Backpack,Bags,Karachi,5,55.88,279.4,CUST0254
ORD0416,2025-06-08,Backpack,Bags,Karachi,2,56.09,112.18,CUST0060
ORD0417,2025-07-30,Headphones,Electronics,Abbottabad,1,82.18,82.18,CUST0152
ORD0418,2025-12-22,Notebook,Stationery,Lahore,6,7.54,45.24,CUST0173
ORD0419,2025-07-02,Keyboard,Accessories,Peshawar,6,43.45,260.7,CUST0146
ORD0420,2025-09-08,Keyboard,Accessories,Lahore,1,45.88,45.88,CUST0118
ORD0421,2025-05-28,Laptop,Electronics,Lahore,1,873.38,873.38,CUST0198
ORD0422,2025-11-21,Desk,Furniture,Peshawar,1,239.81,239.81,CUST0061
ORD0423,2025-04-17,Notebook,Stationery,Peshawar,2,7.46,14.92,CUST0254
ORD0424,2025-12-31,Office Chair,Furniture,Lahore,5,187.12,935.6,CUST0245
ORD0425,2025-03-10,Headphones,Electronics,Rawalpindi,2,85.64,171.28,CUST0049
ORD0426,2025-12-22,Mouse,Accessories,Abbottabad,2,27.19,54.38,CUST0090
ORD0427,2025-05-09,Keyboard,Accessories,Peshawar,6,47.05,282.3,CUST0100
ORD0428,2025-11-12,Office Chair,Furniture,Karachi,1,167.72,167.72,CUST0188
ORD0429,2025-02-05,Water Bottle,Lifestyle,Rawalpindi,7,21.69,151.83,CUST0106
ORD0430,2025-08-08,Office Chair,Furniture,Abbottabad,4,171.93,687.72,CUST0120
ORD0431,2025-08-05,Notebook,Stationery,Rawalpindi,6,7.89,47.34,CUST0070
ORD0432,2025-04-17,Water Bottle,Lifestyle,Karachi,5,21.41,107.05,CUST0250
ORD0433,2025-01-07,Water Bottle,Lifestyle,Abbottabad,5,20.13,100.65,CUST0127
ORD0434,2025-05-23,Smartphone,Electronics,Rawalpindi,3,600.97,1802.91,CUST0154
ORD0435,2025-11-10,Backpack,Bags,Rawalpindi,6,57.54,345.24,CUST0082
ORD0436,2025-11-01,Mouse,Accessories,Lahore,3,26.13,78.39,CUST0161
ORD0437,2025-11-23,Smartphone,Electronics,Abbottabad,5,519.78,2598.9,CUST0289
ORD0438,2025-01-28,Laptop,Electronics,Islamabad,5,803.66,4018.3,CUST0043
ORD0439,2025-01-17,Water Bottle,Lifestyle,Islamabad,7,20.83,145.81,CUST0198
ORD0440,2025-01-05,Smartphone,Electronics,Islamabad,1,542.15,542.15,CUST0022
ORD0441,2025-05-24,Water Bottle,Lifestyle,Lahore,2,18.39,36.78,CUST0125
ORD0442,2025-10-21,Desk,Furniture,Karachi,6,210.79,1264.74,CUST0059
ORD0443,2025-11-15,Notebook,Stationery,Peshawar,3,7.28,21.84,CUST0032
ORD0444,2025-03-09,Desk,Furniture,Abbottabad,5,205.25,1026.25,CUST0214
ORD0445,2025-04-26,Backpack,Bags,Karachi,5,56.76,283.8,CUST0270
ORD0446,2025-03-07,Water Bottle,Lifestyle,Peshawar,2,21.0,42.0,CUST0248
ORD0447,2025-08-15,Headphones,Electronics,Abbottabad,4,80.62,322.48,CUST0167
ORD0448,2025-06-27,Keyboard,Accessories,Lahore,7,47.9,335.3,CUST0197
ORD0449,2025-03-15,Headphones,Electronics,Karachi,3,75.26,225.78,CUST0297
ORD0450,2025-02-24,Keyboard,Accessories,Peshawar,5,46.21,231.05,CUST0047
ORD0451,2025-09-25,Backpack,Bags,Islamabad,2,51.24,102.48,CUST0263
ORD0452,2025-04-24,Headphones,Electronics,Lahore,5,86.5,432.5,CUST0040
ORD0453,2025-01-08,Office Chair,Furniture,Rawalpindi,1,183.53,183.53,CUST0176
ORD0454,2025-09-03,Mouse,Accessories,Lahore,4,26.49,105.96,CUST0032
ORD0455,2025-01-16,Water Bottle,Lifestyle,Peshawar,4,20.96,83.84,CUST0063
ORD0456,2025-09-26,Desk,Furniture,Islamabad,5,227.39,1136.95,CUST0260
ORD0457,2025-09-04,Office Chair,Furniture,Lahore,2,177.39,354.78,CUST0025
ORD0458,2025-06-03,Headphones,Electronics,Abbottabad,1,72.47,72.47,CUST0133
ORD0459,2025-09-22,Headphones,Electronics,Karachi,5,77.39,386.95,CUST0134
ORD0460,2025-12-30,Headphones,Electronics,Karachi,4,77.03,308.12,CUST0213
ORD0461,2025-03-17,Backpack,Bags,Karachi,2,58.51,117.02,CUST0286
ORD0462,2025-08-06,Notebook,Stationery,Abbottabad,5,7.38,36.9,CUST0163
ORD0463,2025-12-04,Keyboard,Accessories,Islamabad,2,43.63,87.26,CUST0075
ORD0464,2025-05-30,Water Bottle,Lifestyle,Peshawar,7,20.48,143.36,CUST0108
ORD0465,2025-09-29,Headphones,Electronics,Islamabad,1,74.02,74.02,CUST0066
ORD0466,2025-07-20,Headphones,Electronics,Karachi,4,82.91,331.64,CUST0124
ORD0467,2025-07-10,Laptop,Electronics,Lahore,7,812.48,5687.36,CUST0004
ORD0468,2025-05-23,Notebook,Stationery,Rawalpindi,1,7.54,7.54,CUST0227
ORD0469,2025-05-22,Water Bottle,Lifestyle,Karachi,5,19.63,98.15,CUST0039
ORD0470,2025-07-26,Water Bottle,Lifestyle,Islamabad,3,18.24,54.72,CUST0115
ORD0471,2025-04-01,Laptop,Electronics,Islamabad,6,879.02,5274.12,CUST0046
ORD0472,2025-11-24,Office Chair,Furniture,Abbottabad,6,193.12,1158.72,CUST0035
ORD0473,2025-03-25,Headphones,Electronics,Peshawar,6,84.84,509.04,CUST0281
ORD0474,2025-08-03,Backpack,Bags,Abbottabad,6,59.6,357.6,CUST0083
ORD0475,2025-07-20,Headphones,Electronics,,3,84.06,252.18,CUST0173
ORD0476,2025-09-08,Desk,Furniture,Karachi,6,229.97,1379.82,CUST0121
ORD0477,2025-04-30,Headphones,Electronics,Abbottabad,7,79.2,554.4,CUST0164
ORD0478,2025-11-16,Backpack,Bags,Peshawar,1,52.16,52.16,CUST0089
ORD0479,2025-11-30,Mouse,Accessories,Abbottabad,3,23.63,70.89,CUST0041
ORD0480,2025-09-21,Keyboard,Accessories,Islamabad,3,48.63,145.89,CUST0125
ORD0481,2025-09-12,Office Chair,Furniture,Rawalpindi,1,197.61,197.61,CUST0062
ORD0482,2025-09-24,Laptop,Electronics,Abbottabad,6,837.96,5027.76,CUST0050
ORD0483,2025-10-31,Mouse,Accessories,Karachi,7,25.79,180.53,CUST0172
ORD0484,2025-11-20,Laptop,Electronics,Lahore,5,780.96,3904.8,CUST0216
ORD0485,2025-11-28,Laptop,Electronics,Abbottabad,5,883.06,4415.3,CUST0076
ORD0486,2025-04-03,,Lifestyle,Abbottabad,3,21.57,64.71,CUST0232
ORD0487,2025-06-06,Mouse,Accessories,Lahore,3,24.73,74.19,CUST0132
ORD0488,2025-09-17,Desk,Furniture,Abbottabad,7,203.79,1426.53,CUST0076
ORD0489,2025-06-11,Headphones,Electronics,Lahore,6,76.2,457.2,CUST0257
ORD0490,2025-08-02,Backpack,Bags,Peshawar,7,53.98,377.86,CUST0210
ORD0491,2025-08-06,Laptop,Electronics,Lahore,5,845.32,4226.6,CUST0136
ORD0492,2025-04-03,Headphones,Electronics,Rawalpindi,4,79.51,318.04,CUST0241
ORD0493,2025-08-25,Headphones,Electronics,Karachi,6,81.77,490.62,CUST0177
ORD0494,2025-07-09,Office Chair,Furniture,Lahore,1,162.28,162.28,CUST0090
ORD0495,2025-07-11,Desk,Furniture,Abbottabad,5,217.3,1086.5,CUST0106
ORD0496,2025-12-10,Office Chair,Furniture,Rawalpindi,6,172.0,1032.0,CUST0041
ORD0497,2025-07-02,Laptop,Electronics,Peshawar,5,823.69,4118.45,CUST0039
ORD0498,2025-02-15,Headphones,Electronics,Rawalpindi,3,74.1,222.3,CUST0001
ORD0499,2025-03-13,Backpack,Bags,Rawalpindi,4,57.53,230.12,CUST0109
ORD0500,2025-09-07,Laptop,Electronics,Rawalpindi,5,887.13,4435.65,CUST0008
ORD0501,2025-06-07,Water Bottle,Lifestyle,Rawalpindi,3,18.01,54.03,CUST0215
ORD0502,2025-05-26,Laptop,Electronics,Islamabad,7,913.17,6392.19,CUST0161
ORD0503,2025-08-27,Keyboard,Accessories,Karachi,2,41.33,82.66,CUST0084
ORD0504,2025-08-31,Laptop,Electronics,Peshawar,1,833.72,833.72,CUST0258
ORD0505,2025-11-27,Water Bottle,Lifestyle,Rawalpindi,2,19.45,38.9,CUST0266
ORD0506,2025-02-08,Smartphone,Electronics,Karachi,3,595.46,1786.38,CUST0259
ORD0507,2025-01-02,,Accessories,Rawalpindi,6,41.59,249.54,CUST0166
ORD0508,2025-03-22,Headphones,Electronics,Peshawar,6,74.27,445.62,CUST0268
ORD0509,2025-10-28,Headphones,Electronics,Islamabad,3,79.78,239.34,CUST0213
ORD0510,2025-10-06,Laptop,Electronics,Peshawar,7,823.34,5763.38,CUST0294
ORD0511,2025-04-09,Mouse,Accessories,,6,26.76,160.56,CUST0073
ORD0512,2025-07-07,Mouse,Accessories,Karachi,6,26.44,158.64,CUST0288
ORD0513,2025-12-01,Headphones,Electronics,Peshawar,3,85.72,257.16,CUST0063
ORD0514,2025-11-09,Desk,Furniture,Abbottabad,3,223.62,670.86,CUST0100
ORD0515,2025-06-05,Laptop,Electronics,Rawalpindi,7,851.99,5963.93,CUST0007
ORD0516,2025-07-12,Keyboard,Accessories,Karachi,5,48.51,242.55,CUST0275
ORD0517,2025-05-06,Notebook,Stationery,Lahore,4,7.81,31.24,CUST0294
ORD0518,2025-07-23,Mouse,Accessories,Abbottabad,2,26.71,53.42,CUST0031
ORD0519,2025-11-21,Keyboard,Accessories,Abbottabad,1,41.76,41.76,CUST0067
ORD0520,2025-12-29,Keyboard,Accessories,Lahore,2,40.85,81.7,CUST0234
ORD0521,2025-05-05,Headphones,Electronics,Rawalpindi,2,77.01,154.02,CUST0030
ORD0522,2025-02-06,Notebook,Stationery,Islamabad,5,8.54,42.7,CUST0124
ORD0523,2025-07-15,Mouse,Accessories,Islamabad,3,26.94,80.82,CUST0201
ORD0524,2025-05-06,Laptop,Electronics,Karachi,5,814.03,4070.15,CUST0109
ORD0525,2025-11-01,Office Chair,Furniture,Rawalpindi,4,197.28,789.12,CUST0162
ORD0526,2025-02-11,Office Chair,Furniture,Islamabad,5,192.01,960.05,CUST0109
ORD0527,2025-01-21,Headphones,Electronics,Karachi,2,72.92,145.84,CUST0139
ORD0528,2025-04-02,Desk,Furniture,Rawalpindi,4,213.28,853.12,CUST0111
ORD0529,2025-09-30,Smartphone,Electronics,Lahore,3,517.8,1553.4,CUST0252
ORD0530,2025-09-07,Smartphone,Electronics,Lahore,6,557.63,3345.78,CUST0165
ORD0531,2025-01-05,Desk,Furniture,Peshawar,5,204.51,1022.55,CUST0101
ORD0532,2025-03-05,Keyboard,Accessories,Lahore,6,42.55,255.3,CUST0117
ORD0533,2025-02-16,Smartphone,Electronics,Karachi,3,533.88,1601.64,CUST0246
ORD0534,2025-01-05,Mouse,Accessories,Peshawar,6,26.45,158.7,CUST0184
ORD0535,2025-01-12,Keyboard,Accessories,Abbottabad,1,48.39,48.39,CUST0017
ORD0536,2025-04-18,Headphones,Electronics,Karachi,3,80.21,240.63,CUST0070
ORD0537,2025-03-16,Desk,Furniture,Peshawar,2,219.62,439.24,CUST0216
ORD0538,2025-07-11,Desk,Furniture,Peshawar,7,224.65,1572.55,CUST0242
ORD0539,2025-08-07,Laptop,Electronics,Islamabad,3,917.06,2751.18,CUST0092
ORD0540,2025-09-17,Headphones,Electronics,Rawalpindi,7,84.23,589.61,CUST0163
ORD0541,2025-12-03,Water Bottle,Lifestyle,Peshawar,4,18.01,72.04,CUST0225
ORD0542,2025-11-19,Backpack,Bags,Lahore,3,52.93,158.79,CUST0013
ORD0543,2025-12-15,Desk,Furniture,Abbottabad,2,218.98,437.96,CUST0171
ORD0544,2025-11-16,Headphones,Electronics,Abbottabad,6,80.44,482.64,CUST0277
ORD0545,2025-07-03,Smartphone,Electronics,Abbottabad,1,525.66,525.66,CUST0057
ORD0546,2025-10-09,Headphones,Electronics,Peshawar,3,75.21,225.63,CUST0030
ORD0547,2025-01-25,Desk,Furniture,Rawalpindi,3,230.47,691.41,CUST0001
ORD0548,2025-07-07,Mouse,Accessories,Peshawar,5,26.27,131.35,CUST0127
ORD0549,2025-07-10,Laptop,Electronics,Peshawar,4,884.01,3536.04,CUST0290
ORD0550,2025-03-16,Keyboard,Accessories,Lahore,6,40.72,244.32,CUST0072
ORD0551,2025-06-22,Headphones,Electronics,Islamabad,6,84.93,509.58,CUST0045
ORD0552,2025-03-07,Headphones,Electronics,Peshawar,3,85.9,257.7,CUST0162
ORD0553,2025-07-07,Notebook,Stationery,Islamabad,4,8.33,33.32,CUST0013
ORD0554,2025-10-17,Backpack,Bags,Lahore,7,51.82,362.74,CUST0215
ORD0555,2025-04-28,Backpack,Bags,Rawalpindi,6,52.43,314.58,CUST0231
ORD0556,2025-08-21,Mouse,Accessories,Abbottabad,7,23.63,165.41,CUST0269
ORD0557,2025-11-09,Mouse,Accessories,Peshawar,3,24.29,72.87,CUST0214
ORD0558,2025-03-15,Laptop,Electronics,Islamabad,7,850.52,5953.64,CUST0054
ORD0559,2025-01-14,Keyboard,Accessories,Islamabad,4,46.64,186.56,CUST0053
ORD0560,2025-07-10,Backpack,Bags,Karachi,7,55.58,389.06,CUST0205
ORD0561,2025-10-17,Desk,Furniture,Islamabad,2,215.66,431.32,CUST0248
ORD0562,2025-07-23,Smartphone,Electronics,Peshawar,7,500.98,3506.86,CUST0079
ORD0563,2025-12-15,Water Bottle,Lifestyle,Islamabad,7,18.76,131.32,CUST0274
ORD0564,2025-03-29,Office Chair,Furniture,Islamabad,6,194.25,1165.5,
ORD0565,2025-11-16,Water Bottle,Lifestyle,Rawalpindi,6,18.99,113.94,CUST0156
ORD0566,2025-05-17,Water Bottle,Lifestyle,Lahore,1,18.52,18.52,CUST0162
ORD0567,2025-11-03,Keyboard,Accessories,Rawalpindi,4,48.66,194.64,CUST0083
ORD0568,2025-06-28,Laptop,Electronics,Rawalpindi,6,829.14,4974.84,CUST0186
ORD0569,2025-11-12,Desk,Furniture,Lahore,2,222.84,445.68,CUST0217
ORD0570,2025-01-23,Backpack,Bags,Rawalpindi,7,49.55,346.85,CUST0235
ORD0571,2025-01-11,Mouse,Accessories,Peshawar,1,23.89,23.89,CUST0281
ORD0572,2025-07-30,Water Bottle,Lifestyle,Karachi,5,19.9,99.5,CUST0293
ORD0573,2025-10-31,Notebook,Stationery,Karachi,1,7.78,7.78,CUST0041
ORD0574,2025-09-13,Headphones,Electronics,Abbottabad,7,73.78,516.46,CUST0227
ORD0575,2025-01-13,Water Bottle,Lifestyle,Islamabad,4,21.44,85.76,CUST0229
ORD0576,2025-05-17,Keyboard,Accessories,Peshawar,7,46.98,328.86,CUST0166
ORD0577,2025-04-19,Office Chair,Furniture,Rawalpindi,6,169.77,1018.62,CUST0237
ORD0578,2025-09-20,Smartphone,Electronics,Karachi,1,510.03,510.03,CUST0274
ORD0579,2025-05-29,Headphones,Electronics,Karachi,4,87.59,350.36,CUST0065
ORD0580,2025-08-15,Keyboard,Accessories,Rawalpindi,5,43.09,215.45,CUST0049
ORD0581,2025-02-13,Office Chair,Furniture,Rawalpindi,6,180.57,1083.42,CUST0074
ORD0582,2025-12-03,Mouse,Accessories,Karachi,6,24.19,145.14,CUST0138
ORD0583,2025-04-12,Headphones,Electronics,Peshawar,1,83.78,83.78,CUST0268
ORD0584,2025-06-20,Office Chair,Furniture,Peshawar,4,162.36,649.44,CUST0228
ORD0585,2025-11-17,Notebook,Stationery,Karachi,4,7.84,31.36,CUST0119
ORD0586,2025-10-10,Laptop,Electronics,Abbottabad,4,930.92,3723.68,CUST0181
ORD0587,2025-08-21,Notebook,Stationery,Islamabad,3,7.81,23.43,CUST0134
ORD0588,2025-02-24,Desk,Furniture,Islamabad,5,213.04,1065.2,CUST0007
ORD0589,2025-01-16,Keyboard,Accessories,Lahore,1,43.85,43.85,CUST0135
ORD0590,2025-06-09,Keyboard,Accessories,Lahore,7,46.58,326.06,CUST0264
ORD0591,2025-02-14,Laptop,Electronics,Abbottabad,7,897.66,6283.62,CUST0059
ORD0592,2025-06-06,Keyboard,Accessories,Islamabad,3,46.89,140.67,CUST0226
ORD0593,2025-03-31,Desk,Furniture,Peshawar,4,200.55,802.2,CUST0119
ORD0594,2025-05-23,Mouse,Accessories,Karachi,4,25.22,100.88,CUST0278
ORD0595,2025-07-18,Water Bottle,Lifestyle,Islamabad,1,18.9,18.9,CUST0026
ORD0596,2025-12-05,Water Bottle,Lifestyle,Lahore,2,19.26,38.52,CUST0181
ORD0597,2025-11-17,Backpack,Bags,Peshawar,4,53.77,215.08,CUST0175
ORD0598,2025-07-07,Keyboard,Accessories,Peshawar,6,43.11,258.66,CUST0047
ORD0599,2025-08-29,Water Bottle,Lifestyle,Islamabad,6,18.25,109.5,CUST0005
ORD0600,2025-09-05,Keyboard,Accessories,Abbottabad,4,42.57,170.28,CUST0161
ORD0601,2025-01-15,Smartphone,Electronics,Rawalpindi,6,553.26,3319.56,CUST0122
ORD0602,2025-10-21,Mouse,Accessories,Abbottabad,6,22.88,137.28,CUST0086
ORD0603,2025-08-11,Smartphone,Electronics,Abbottabad,6,555.12,3330.72,CUST0003
ORD0604,2025-08-23,Office Chair,Furniture,Karachi,5,179.33,896.65,CUST0161
ORD0605,2025-01-11,Laptop,Electronics,Karachi,3,899.83,2699.49,CUST0070
ORD0606,2025-02-17,Water Bottle,Lifestyle,Lahore,4,21.81,87.24,CUST0090
ORD0607,2025-03-30,Water Bottle,Lifestyle,Islamabad,4,19.04,76.16,CUST0019
